citation_title,year,institution,sub_experiment,parameter_varied,species,strain,sex,tumor_model,model_type,anesthesia,anesthesia_class_simple,oxygen_condition,oxygen_modulated_flag,fixation_method,tissue_type,tissue_class,anatomy_depth,beam_and_field,radiation_type,particle_group,energy,machine_name,beam_type,delivery_mode,pulse_mode,total_dose_Gy,dose_range_Gy,dose_values_Gy,is_fractionated,fractionation_type,fractionation_detail,fractionation_regime,num_fractions,dose_per_fraction_Gy,inter_fraction_interval_days,flash_avg_dose_rate_Gy_s,flash_avg_dose_rate_Gy_s_source,flash_avg_dose_rate_range,flash_inst_dose_rate_Gy_s,flash_inst_dose_rate_Gy_s_source,flash_inst_dose_rate_range,flash_prf_Hz,flash_prf_Hz_source,flash_prf_range,flash_pulse_width_us,flash_pulse_width_us_source,flash_pulse_width_range,flash_num_pulses,flash_num_pulses_source,flash_dose_per_pulse_Gy,flash_dose_per_pulse_Gy_source,flash_irradiation_time_s,flash_irradiation_time_s_source,flash_irradiation_time_range,conv_avg_dose_rate_Gy_s,conv_dose_per_pulse_Gy,proton_spot_dose_rate_Gy_s,proton_field_dose_rate_Gy_s,proton_num_spots,followup_time,sample_size_per_group,endpoints_detected,healthy_tissue_effect,tumor_effect,target_normal_tissue_sparing_binary,effect_direction,dominant_endpoint_type,flash_vs_conv_effect_size_pct,effect_size_endpoint,effect_size_calculability,effect_size_comparator,dmf_endpoint,dmf_calculability,notes_free_text,derived_params,flash_effect_score_derived,is_preprint,peak_toxicity_grade,severe_toxicity,grade3plus_toxicity,endpoint_type,dmf_acute,dmf_fibrosis,energy_MeV,n_mice_acute,n_mice_late,data_notes,conv_inst_dose_rate_Gy_s,conv_pulse_mode,conv_prf_Hz,conv_pulse_width_us,conv_total_dose_Gy,conv_dose_joint_Gy,fractionation_notes,endpoint_class,dmf_type,grade_scale_max,peak_effect_pct,functional_toxicity_severity_flash,functional_toxicity_severity_conv,flash_benefit_magnitude,functional_delta_score,mechanism_flag,flash_threshold_avg_dose_rate_Gy_s,flash_energy_MeV,endpoint_primary,field_cm2,exclusion_note,oxygen_condition_grouped,tumor_effect_grouped,effect_direction_grouped,dmf_type_grouped
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_single_pulse,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,3700000.0,,,,,,25.0,,,,,,1.0,,12.5,,3.3783783783783783e-06,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,1.1,not_applicable,,,,"12.5 Gy, 1 pulse (3.7e6 Gy/s), old mice (30-31 wk). Crypts: 11.0%. vs CONV 1.3%: +9.7 pp absolute, +746% relative. DMF=1.1.",,,,,,,single_fraction,GI_crypt,acute_GI_crypt_survival,,,3,4,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,other
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_2pulses_short_interval,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,3800.0,,,,,,25.0,,,,,,2.0,,6.25,,0.0032894736842105,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 2-pulse series, old mice (30-31 wk). Encoded arm = 0.0033s interval (6.25 Gy/pulse, 3800 Gy/s, 9.1% crypts, +7.8 pp vs CONV, +600%). Additional 2-pulse conditions not separately encoded: 0.010s→16.1% (+14.8 pp, +1138%); 0.040s→15.3% (+14.0 pp, +1077%); 3.0s→3.8% (+2.5 pp, +192%); 30s→4.8% (+3.5 pp, +269%). CONV ref: 1250 pulses, 1.3% crypts remaining.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,3,4,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_5pulses_310Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,310.0,,,,,,25.0,,,,,,5.0,,2.5,,0.0403225806451612,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 5 pulses (310 Gy/s, 2.50 Gy/pulse), old mice. Crypts: 7.8%. vs CONV 1.3%: +6.5 pp, +500%.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_10pulses_140Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,140.0,,,,,,25.0,,,,,,10.0,,1.25,,0.0892857142857142,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 10 pulses (140 Gy/s, 1.25 Gy/pulse), old mice. Crypts: 3.3%. vs CONV 1.3%: +2.0 pp, +154%.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_30pulses_43Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,43.0,,,,,,25.0,,,,,,30.0,,0.417,,0.2906976744186046,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 30 pulses (43 Gy/s, 0.417 Gy/pulse), old mice. Crypts: 5.0%. vs CONV 1.3%: +3.7 pp, +285%.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_100pulses_13Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,13.0,,,,,,25.0,,,,,,100.0,,0.125,,0.9615384615384616,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 100 pulses (13 Gy/s, 0.125 Gy/pulse), old mice. Crypts: 6.1%. vs CONV 1.3%: +4.8 pp, +369%.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_old_mice_300pulses_4p2Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,4.2,,,,,,25.0,,,,,,300.0,,0.042,,2.9761904761904763,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"12.5 Gy, 300 pulses (4.2 Gy/s, 0.042 Gy/pulse), old mice. Crypts: 3.3%. vs CONV 1.3%: +2.0 pp, +154%.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation in a flash: Unique sparing of memory in mice after whole brain irradiation with dose rates above 100 Gy/s,2017.0,Lausanne University Hospital (CHUV); Institut Curie; EPFL,MontayGruel_2017_DR20,dose_rate,mouse,C57BL/6J,female,,mouse,not_reported,unknown,normoxia,0.0,,brain,normal_tissue,intracranial,WBI_1.7cm_circular_aperture;graphite_applicator,electron,electron,4.5 MeV / 6 MeV,Oriatron 6e; Kinetron,electron_beam,pulsed_electron,pulsed,10.0,,10,no,single_fraction,,single_fraction,1.0,10.0,,20.0,original,10.0,55555.6,derived:dose_per_pulse/pulse_width,~55555.6,100.0,original,100,1.8,original,1.8,100.0,derived,0.1,derived,1.0,derived,~1.0,0.1,,,,,2_months_post_RT,10,NOR_recognition_ratio;hippocampal_neurogenesis_BrdU,NO,NOT_APPLICABLE,0.0,impaired_cognition,neurocognitive_decline,,novel_object_recognition_ratio,reported_figure,FLASH_vs_CONV,cognitive_NOR,not_calculable,"Montay-Gruel 2017 dose-rate sweep. DR=10.0 Gy/s, n_pulses=100, dose/pulse=0.1 Gy, inst_DR~55556 Gy/s, irr_time=1.0s. 10 Gy WBI, C57BL/6J female, 2-month NOR endpoint. No memory protection. Memory decline observed.",n_pulses=100;dpp=0.1Gy;irr_time=1.0s;inst_dr=55556Gy_s;FLASH_threshold~100Gy_s_identified_in_this_paper,,,not_applicable,,,neurocognitive_function,not_applicable,not_applicable,,,,"Recognition ratio: 54.4% (control=78.3%, delta_vs_control=-23.9pp).",,,,,,,single_fraction,neuro,functional_endpoint,,,3,not_comparable,0,0,,,,,,,normoxia_ambient,NOT_APPLICABLE,negative_harmful,functional_clinical
Pencil beam scanning proton FLASH maintains tumor control while normal tissue damage is reduced in a mouse model,2022.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Department of Experimental Clinical Oncology, Aarhus University Hospital; DTU Health Tech, Roskilde; Department of Oncology, Aarhus University Hospital, Denmark",Sorensen_2022_PBSproton_AcuteSkin_FLASH_vs_CONV,proton_dose_rate_PBS_FLASH_vs_CONV_dose_response,mouse,CDF1,female,C3H_mammary_carcinoma_subcutaneous_hind_limb_foot,mouse,none,none,normoxia_assumed_not_modulated,0.0,,hind_limb_foot_skin_subcutaneous_tumor,tumor_and_normal_tissue,hind_limb_foot_entrance_plateau,2x3cm_5x7spots;5mm_vertical_5.1mm_horizontal_spacing;depth_13.5cm_entrance_plateau;brass_body_shield,proton,proton,250,ProBeam_Varian,proton_PBS,pencil_beam_scanning,not_reported,,40.4-60.2,40-60Gy_range;TCD50=51.3Gy;MDD50=52.3Gy;FD50=55.6Gy,no,single_fraction,,single_fraction,1.0,variable_dose_response_study,,83.0,original,71-89,214.0,not_reported,DRPBS95pct=171-214Gys_in_95pct_dose_region,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,,original,0.46-0.84s_field_duration_FLASH,0.38,,192.0,83.0,35.0,tumor_control_90d;acute_skin_day11-25;fibrosis_day30-24weeks,70,local_tumor_control_90d;TCD50;acute_moist_desquamation;MDD50;radiation_induced_fibrosis;FD50,NOT_APPLICABLE,EQUIVALENT_TO_CONV,1.0,FLASH_PROTECTIVE,acute_skin_toxicity,14.0,moist_desquamation_score_3p5,exact_from_reported_FD50_values,FLASHpr_83Gys_vs_CONVpr_0.38Gys,fibrosis_FD50;FD50_FLASH=55.6Gy_FD50_CONV=48.6Gy,calculated_from_reported_FD50,"Sorensen 2022. CDF1 female, C3H mammary carcinoma hind limb foot. Single-fraction PBS proton dose-response (40–60 Gy range). No anesthesia during irradiation. ProBeam Varian. FLASH: 250 MeV, 71–89 Gy/s (mean 83), DRPBS95%=171–214 Gy/s, irr=0.46–0.84 s, n=70/75/35. CONV: 244 MeV, 0.33–0.63 Gy/s (mean 0.38), irr=95–173 s, n=72/80/36. FLASH 215 nA, no repainting; CONV 1.1 nA, 327–488 repaintings. Tumor control: TCD50_FLASH=51.3 Gy vs TCD50_CONV=49.1 Gy → DMF=1.04, p=0.50 (NS). Acute skin: MDD50_FLASH=52.3 Gy vs CONV MDD50 <40.1 Gy → DMF≥1.30 (acute). Fibrosis: FD50_FLASH=55.6 Gy vs FD50_CONV=48.6 Gy → DMF=1.14, p=0.0001. Fibrosis DMF (1.14) significantly less than published acute-skin DMF (1.50, p<0.05). Entrance plateau region (low LET); no SOBP effects. Beam geometry: entrance depth 13.5 cm, brass body shield, no collimator. Fibrosis analysis: only tumor-control mice included; limited n per dose group (limitation).",Sorensen_2022_PBS_proton;40-60Gy_dose_response;FLASH_83Gys;CONV_0.38Gys;TCD50_FLASH=51.3Gy;TCD50_CONV=49.1Gy;DMF_tumor=1.04_NS_p0.50;MDD50_FLASH=52.3Gy;CONV_MDD50_below_40.1Gy;DMF_acute_skin_GTE_1.30;FD50_FLASH=55.6Gy;FD50_CONV=48.6Gy;DMF_fibrosis=1.144_p0.0001;DMF_fibrosis_less_than_acute_skin_1.50_published;no_anesthesia;entrance_plateau_low_LET;ProBeam_Varian;CDF1_female;C3H_mammary_ca;hind_limb_foot;n_tumor=70FLASH_72CONV;n_skin=75FLASH_80CONV;n_fibrosis=35FLASH_36CONV;fibrosis_analysis_restricted_to_tumor_controlled_mice,,,3.5,,,acute_skin_toxicity,1.30,not_applicable,250,,,"PBS proton FLASH acute skin toxicity arm. MDD50 (score 3.5) shifted: CONV <40.1 Gy vs FLASH 52.3 Gy. DMF_acute >=1.30 (MDD50 ratio). Scale max=3.5 moist desquamation. Dose range: FLASH 40.4-60.2 Gy, CONV 40.1-59.7 Gy.",,,,,,,single_fraction_dose_response_40_to_60Gy_range,skin,acute_skin_moist_desquamation_mdd50,3.5,,2,3,1.0,1.0,,,,,,tumour-confounded_endpoint,normoxia_ambient,equivalent_same_as_conv,flash_protective,acute
Pencil beam scanning proton FLASH maintains tumor control while normal tissue damage is reduced in a mouse model,2022.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Department of Experimental Clinical Oncology, Aarhus University Hospital; DTU Health Tech, Roskilde; Department of Oncology, Aarhus University Hospital, Denmark",Sorensen_2022_PBSproton_LateFibrosis_FLASH_vs_CONV,proton_dose_rate_PBS_FLASH_vs_CONV_dose_response,mouse,CDF1,female,C3H_mammary_carcinoma_subcutaneous_hind_limb_foot,mouse,none,none,normoxia_assumed_not_modulated,0.0,,hind_limb_foot_skin_subcutaneous_tumor,tumor_and_normal_tissue,hind_limb_foot_entrance_plateau,2x3cm_5x7spots;5mm_vertical_5.1mm_horizontal_spacing;depth_13.5cm_entrance_plateau;brass_body_shield,proton,proton,250,ProBeam_Varian,proton_PBS,pencil_beam_scanning,not_reported,,40.4-60.2,40-60Gy_range;TCD50=51.3Gy;MDD50=52.3Gy;FD50=55.6Gy,no,single_fraction,,single_fraction,1.0,variable_dose_response_study,,83.0,original,71-89,214.0,not_reported,DRPBS95pct=171-214Gys_in_95pct_dose_region,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,,original,0.46-0.84s_field_duration_FLASH,0.38,,192.0,83.0,35.0,24_weeks,70,local_tumor_control_90d;TCD50;acute_moist_desquamation;MDD50;radiation_induced_fibrosis;FD50,NOT_APPLICABLE,EQUIVALENT_TO_CONV,1.0,FLASH_PROTECTIVE,radiation_induced_fibrosis,14.0,severe_radiation_induced_fibrosis_FD50,exact_from_reported_FD50_values,FLASHpr_83Gys_vs_CONVpr_0.38Gys,fibrosis_FD50;FD50_FLASH=55.6Gy_FD50_CONV=48.6Gy,calculated_from_reported_FD50,"Sorensen 2022. CDF1 female, C3H mammary carcinoma hind limb foot. Single-fraction PBS proton dose-response (40–60 Gy range). No anesthesia during irradiation. ProBeam Varian. FLASH: 250 MeV, 71–89 Gy/s (mean 83), DRPBS95%=171–214 Gy/s, irr=0.46–0.84 s, n=70/75/35. CONV: 244 MeV, 0.33–0.63 Gy/s (mean 0.38), irr=95–173 s, n=72/80/36. FLASH 215 nA, no repainting; CONV 1.1 nA, 327–488 repaintings. Tumor control: TCD50_FLASH=51.3 Gy vs TCD50_CONV=49.1 Gy → DMF=1.04, p=0.50 (NS). Acute skin: MDD50_FLASH=52.3 Gy vs CONV MDD50 <40.1 Gy → DMF≥1.30 (acute). Fibrosis: FD50_FLASH=55.6 Gy vs FD50_CONV=48.6 Gy → DMF=1.14, p=0.0001. Fibrosis DMF (1.14) significantly less than published acute-skin DMF (1.50, p<0.05). Entrance plateau region (low LET); no SOBP effects. Beam geometry: entrance depth 13.5 cm, brass body shield, no collimator. Fibrosis analysis: only tumor-control mice included; limited n per dose group (limitation).",Sorensen_2022_PBS_proton;40-60Gy_dose_response;FLASH_83Gys;CONV_0.38Gys;TCD50_FLASH=51.3Gy;TCD50_CONV=49.1Gy;DMF_tumor=1.04_NS_p0.50;MDD50_FLASH=52.3Gy;CONV_MDD50_below_40.1Gy;DMF_acute_skin_GTE_1.30;FD50_FLASH=55.6Gy;FD50_CONV=48.6Gy;DMF_fibrosis=1.144_p0.0001;DMF_fibrosis_less_than_acute_skin_1.50_published;no_anesthesia;entrance_plateau_low_LET;ProBeam_Varian;CDF1_female;C3H_mammary_ca;hind_limb_foot;n_tumor=70FLASH_72CONV;n_skin=75FLASH_80CONV;n_fibrosis=35FLASH_36CONV;fibrosis_analysis_restricted_to_tumor_controlled_mice,,,4,,,late_fibrosis,not_applicable,1.14,250,,,"PBS proton FLASH late fibrosis arm. 24-week follow-up. Fibrosis defined as >=75% permanent reduction in leg extensibility. FD50_FLASH=55.6 Gy vs FD50_CONV=48.6 Gy. DMF_fibrosis=1.14. Dose range: FLASH 40.4-60.2 Gy, CONV 40.1-59.7 Gy.",,,,,,,single_fraction_dose_response_40_to_60Gy_range,skin,late_fibrosis_fd50,,,3,4,1.0,1.0,,,,,,tumour-confounded_endpoint,normoxia_ambient,equivalent_same_as_conv,flash_protective,ld50_or_clonogenic
"FLASH with carbon ions: Tumor control, normal tissue sparing, and distal metastasis in a mouse osteosarcoma model",2022.0,"GSI Helmholtzzentrum fur Schwerionenforschung, Darmstadt, Germany",Tinganelli_2022_NormalTissue_MuscleDamage_FLASH_vs_CONV,dose_rate,mouse,C3H/He,female,LM8_osteosarcoma,mouse,not_reported,unknown,not_reported,0.0,,skin,mixed,superficial,20x20mm_scanned_field;bilateral_posterior_limbs;entrance_channel,carbon_ion,heavy_ion,240,HIT_Heidelberg,carbon_ion_raster_scanned,raster_scanning,single_spill,15.0,,18,no,single_fraction,,single_fraction,1.0,15.0,,100.0,original,~100,,missing,,,missing,,,missing,,,derived:single_spill,,not_applicable_continuous:carbon_ion_synchrotron_Tinganelli,0.15,reported:150±20ms,0.13-0.17,0.1,,,,,28_days (tumor day 24; lung metastasis day 35 after injection),7,tumor_volume;muscle_histology;lung_metastasis_burden,YES,BETTER,1.0,FLASH_PROTECTIVE,normal_tissue_damage,30.0,histological_muscle_structure_preservation,estimated,FLASH_vs_CONV,tumor_volume,not_calculable,"Tinganelli 2022 F1. LM8 osteosarcoma subcutaneous posterior limb, C3H/He female mice. 18 Gy single-fraction carbon-ion FLASH (~100 Gy/s, 1 spill, 150±20 ms) vs CONV (~0.3 Gy/s, many spills). GSI SIS18, 240 MeV/u 12C, pencil beam scanning, 20x20mm, bilateral limbs simultaneously. LET 14.5-15.5 keV/µm (entrance/plateau, not SOBP). n=7 FLASH, n=7 CONV, n=11 sham. Tumor: ~30% smaller avg size with FLASH vs CONV (author-reported). Muscle histology: reduced myofibril/nuclei disorganization with FLASH. Lung metastasis: FLASH significantly reduced vs CONV (p=0.011) and vs sham (p=0.00086). Distinct from Tinganelli 2025 (SOBP, LET 65-85 keV/um).",irr_time=150±20ms=0.15s;conv_dr=18Gy/min/60=0.3Gy_s;LET_entrance=14.5-15.5keV/um;effect_size=~30%_tumor_volume,,,not_applicable,,,soft_tissue_toxicity,not_calculable,not_calculable,240,,,"15 Gy carbon ion entrance channel, HIT. FLASH ~100 Gy/s vs CONV ~0.1 Gy/s. FLASH preserved muscle histological structure significantly better than CONV. Moderate LET (entrance plateau, not Bragg peak). No DMF calculable: fixed-dose histology study.",,,,,,,single_fraction,(blank),histologic_structural_damage,,,1,2,1.0,1.0,,,,,,,not_reported,better_than_conv,flash_protective,histologic
"FLASH with carbon ions: Tumor control, normal tissue sparing, and distal metastasis in a mouse osteosarcoma model",2022.0,"GSI Helmholtzzentrum fur Schwerionenforschung, Darmstadt, Germany",Tinganelli_2022_LungMetastasis_FLASH_vs_CONV,dose_rate,mouse,C3H/He,female,LM8_osteosarcoma,mouse,not_reported,unknown,not_reported,0.0,,tumor_with_adjacent_normal_tissue,tumor,superficial,20x20mm_scanned_field;bilateral_posterior_limbs;entrance_channel,carbon_ion,heavy_ion,240,HIT_Heidelberg,carbon_ion_raster_scanned,raster_scanning,single_spill,15.0,,18,no,single_fraction,,single_fraction,1.0,15.0,,100.0,original,~100,,missing,,,missing,,,missing,,,derived:single_spill,,not_applicable_continuous:carbon_ion_synchrotron_Tinganelli,0.15,reported:150±20ms,0.13-0.17,0.1,,,,,28_days (tumor day 24; lung metastasis day 35 after injection),7,tumor_volume;muscle_histology;lung_metastasis_burden,NOT_APPLICABLE,BETTER,1.0,FLASH_REDUCED_METASTASIS,tumor_metastasis,30.0,lung_metastasis_count_and_burden,estimated,FLASH_vs_CONV,tumor_volume,not_calculable,"Tinganelli 2022 F1. LM8 osteosarcoma subcutaneous posterior limb, C3H/He female mice. 18 Gy single-fraction carbon-ion FLASH (~100 Gy/s, 1 spill, 150±20 ms) vs CONV (~0.3 Gy/s, many spills). GSI SIS18, 240 MeV/u 12C, pencil beam scanning, 20x20mm, bilateral limbs simultaneously. LET 14.5-15.5 keV/µm (entrance/plateau, not SOBP). n=7 FLASH, n=7 CONV, n=11 sham. Tumor: ~30% smaller avg size with FLASH vs CONV (author-reported). Muscle histology: reduced myofibril/nuclei disorganization with FLASH. Lung metastasis: FLASH significantly reduced vs CONV (p=0.011) and vs sham (p=0.00086). Distinct from Tinganelli 2025 (SOBP, LET 65-85 keV/um).",irr_time=150±20ms=0.15s;conv_dr=18Gy/min/60=0.3Gy_s;LET_entrance=14.5-15.5keV/um;effect_size=~30%_tumor_volume,,,not_applicable,,,metastasis,not_applicable,not_applicable,240,,,"15 Gy carbon ion entrance channel, HIT. FLASH ~100 Gy/s vs CONV ~0.1 Gy/s. Mouse osteosarcoma model. FLASH significantly reduced lung metastatic burden vs CONV. Key finding: carbon ion FLASH reduces distal metastasis — mechanistically important for heavy-ion FLASH immune or TME effects.",,,,,,,single_fraction,(blank),not_applicable_metastasis_endpoint,,,not_applicable,not_applicable,not_applicable,not_applicable,,,,,,,not_reported,better_than_conv,other,not_applicable_reasoned
